bangladesh,"The government has formed a special cell to preserve the history of the student-led mass uprising of July-August. The cabinet division issued an office order today, establishing the cell under the health services division of the health ministry. According to the announcement, the cell was formed based on the decisions made during the advisory council meeting on October 17. The ten-member cell will be led by an additional secretary or joint secretary-level officer. The cell will include four deputy secretary or senior assistant secretary level officials, two medical and expert representatives, student representatives Abdullah Saleheen Ayan and Cynthia Jahin Ayesha, and one representative from the public information department of the information and broadcasting ministry. The cell will carry out necessary activities to finalise the list of martyrs from the July-August uprising, taking into account the lists collected by the Health Ministry and verifying them with other available sources, among other activities. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"The body of a man killed during the Anti-Discrimination Student Movement in Munshiganj was exhumed today, 83 days after burial, for post-mortem examination. Munshiganj Sadar Police Station Officer-in-Charge (OC) Khalilur Rahman confirmed that the body of Sajal Molla, 38, was exhumed from North Islampur Cemetery in Munshiganj town this noon and taken to Munshiganj General Hospital morgue. Executive Magistrate Masud Parvez of the Munshiganj District Commissioner's Office was present during the exhumation process. The court-ordered exhumation was scheduled following an October 3 directive from the Munshiganj Chief Judicial Magistrate's Court, with October 28 set as the date. Sajal Molla, son of Ali Akbar from North Islampur, was employed as a painter. He was killed on August 4 during clashes that erupted while he was supporting the student protests in Munshiganj's supermarket area. He was buried locally that same night. On September 20, Sajal's brother, Saiful Islam, filed a murder case with Munshiganj Sadar Police Station, accusing 451 individuals in connection with the incident. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Two policemen went missing as they jumped into the Padma river during an alleged attack by miscreants in Kumarkhali upazila of Kushtia early today. The missing policemen are assistant sub-inspectors Sadrul Alam and Mukul Hossain. Also, two members of Koya Union Parishad — Sanwar Hossain and Anwar Hossain — were injured during the attack. Locals said Sanwar and Anwar along with four policemen went to the Padma river on a boat where some fishermen were fishing around 4:00am defying the government ban. Sensing the presence of the police, a group of miscreants attacked them and beat them up mercilessly, leaving the two UP members injured. At one stage, ASIs Sadrul and Mukul jumped into the river. Some fishermen alleged that the policemen went there to loot the fish caught by the fishermen illegally although they were not supposed to conduct any drive there. Upazila Senior Fisheries Officer Mahmudul Hasan said there was no information of a drive against illegal netting in the Padma. Palash Kanti Nath, additional superintendent of police, said that a team of police conducted a drive to rescue the missing policemen. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Import and export activities between Bangladesh and India resumed this morning at Benapole land port, following a two-day suspension due to the inauguration of a new passenger terminal at India's Petrapole Port by Indian Home Minister Amit Shah. Since the resumption, cargo trucks from India have begun entering Benapole land port. However, a backlog of thousands of trucks remains on the Indian side at Petrapole due to the suspension. Imtiaz Bhuiyan, officer-in-charge of Benapole Checkpost Immigration Police, said that while trade was halted, passport passenger movement remained mostly unaffected. However, no Bangladeshi passport holders were allowed to cross into India for seven hours yesterday, he added. Rashedul Sajib, deputy director of Benapole land port, confirmed that port officials have been instructed to expedite processing to ease congestion and restore normal operations. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
entertainment,"Renowned singer-songwriter and music director Bappa Mazumder has become a father once again, welcoming a baby girl with actress Tania Hossain. Bappa, thrilled with the news, shared his joy with Prothom Alo, expressing his excitement over becoming a father to a daughter.  This morning, at a private hospital in Panthapath, Dhaka, Bappa and Tania celebrated the arrival of their daughter. The delivery was managed by Dr Nargis Fatema, who oversaw Tania's care during the procedure.  Sharing his joy, Bappa told Prothom Alo, ""This is an indescribable feeling of happiness, beyond what words can capture. We humbly ask for everyone's prayers for our daughter and her mother, both of whom are doing well.""  Tania, a talented actress and television host, had been admitted to the hospital just yesterday. Bappa mentioned that they have not yet chosen a name for their daughter. Their first child, Agnimitra Mazumder Piyeta, was born in December 2019.  The couple's journey together began on May 16, 2018, with an engagement surrounded by family at Tania's home in West Panthapath, Dhaka, followed by an intimate wedding ceremony on June 24. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
business,"Sweden and UN Women today signed a partnership agreement at the UN Women office in Dhaka to support the implementation of UN Women's Strategic Note for Bangladesh until 2026.  UN Women's Strategic Note (2022-26) is aligned with the United Nations Sustainable Development Cooperation Framework (UNSDCF) 2022-26, as well as national development priorities as established in the country's 8th Five Year Plan. It supports the Government of Bangladesh to implement commitments on international normative standards on gender equality and women's human right, including the Convention on the Elimination of All Forms of Discrimination against Women (CEDAW) and the UN Convention on the Rights of Persons with Disabilities (UNPRPD), the Beijing Platform for Action and the UN Security Council Resolution 1325. The USD 7.1 million grant will prioritize gender responsive programming in three critical areas – Climate Change and Disaster Risk Reduction, Gender Responsive Governance and Humanitarian Action including the Rohingya Response. It will also support engagement with a range of partners - government, civil society organizations, women's rights organizations (WROs), academic institutions, media amongst others, to advance Agenda 2030 for Sustainable Development with a commitment to the Leave No One Behind principle.   In addition, the partnership will bolster advocacy efforts on gender equality at the inter-governmental level, such as the upcoming the 30th anniversary of the Beijing Platform for Action (BPfA), the 25th anniversary of the UN Security Council Resolution 1325 on women, peace, and security and the Commission on the Status of Women.  ""Sweden firmly believes that gender equality is essential for building a sustainable, democratic and inclusive society. We are excited to partner with UN Women to advance gender equality and empower women and girls in Bangladesh. By working together, we can ensure that women and girls have the opportunity to lead, thrive, and contribute to a more inclusive and just society,"" said H.E. Nicolas Weeks, Ambassador of Sweden to Bangladesh.  UN Women has a long-standing partnership with the Government of Sweden in Bangladesh. Sweden has supported UN Women's work on disaster risk reduction through the National Resilience Programme and increased resilience, leadership, protection, and livelihood opportunities of women and girls in Rohingya Refugee camps and host communities. Sweden also funds the ongoing Regional EmPower programme, which promotes gender-responsive climate action, strengthens the capacities of government ministries, focusing on the implementation of the updated Climate Change Gender Action Plan (CCGAP), and facilitates a network of 100 women-led organisations across the country to drive local climate solutions and promote climate-resilient livelihoods. Thanking Sweden for its continued support and strategic partnership, UN Women Representative Gitanjali Singh said, "" It is a pivotal moment for women's rights as we mark the thirtieth anniversary of the Fourth World Conference on Women and adoption of the Beijing Declaration and Platform for Action. This collaboration and shared accountability to gender equality with Sweden enables UN Women to continue its life-saving work in disaster risk reduction and in the Rohingya Response. It also enables UN Women to expand its efforts so that women and girls have voice and resources to influence action to make gender equality a lived reality."" The partnership will support UN Women to ensure that its work remains responsive to emerging opportunities, in the evolving landscape of Bangladesh. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
business,"Multinational visa processing organisation DU Digital Global LLC recently entered into a partnership with public relations and advertising agency - Havas PR. Under the agreement, Havas PR will provide exclusive public relations strategies and solutions for DU Digital Global LLC.  Sameha Ahsan, managing director of DU Digital Global LLC, Bangladesh and Mazharul Haque Chowdhury, managing director of Havas PR signed the agreement in Dhaka on behalf of their respective organisations. Other senior officials from both companies were also present there. Sameha Ahsan said, ""We are excited to collaborate with Havas PR, leveraging their expertise to enhance our public relations efforts."" Mazharul Haque Chowdhury highlighted, ""DU Digital Global LLC specialises in providing extensive visa related services for different countries to all their clients. We are thrilled to partner with them and are optimistic that, with our decade-long experience, we will achieve new heights of success together."" DU Digital Global LLC takes care of visa applications, offers consultation services related to visa processing, and manages various visa-related tasks. The company has operations in six countries, with over 35 centres, successfully processing more than 1.5 million applications since its inception. Utilising its strong infrastructure and expertise, it provides visa services for numerous countries, including Singapore, Malaysia, the United Arab Emirates, Morocco, Romania, Georgia and more. Havas PR is renowned for its exceptional advertising and public relations services, and this partnership with DU Digital Global LLC aims to implement effective public relations strategies for the organisation.   চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Chief Adviser Professor Muhammad Yunus has directed advisers to expedite the construction of a museum at Gono Bhaban, dedicated to commemorating the July-August mass uprising. The chief adviser gave these instructions during his visit to the Dhaka palace where ousted former dictator Sheikh Hasina resided for 15 years — a site that has come to symbolise the repression and severity of her rule.          Photo: Chief adviser's press wing ""The museum should preserve the memories of her misrule, and the anger people expressed when they ousted her from power,"" Yunus said as he inspected the location's ruins today.      On August 5, hundreds of thousands of protesters surged into Gono Bhaban shortly after Hasina fled Bangladesh.               Photo: Chief adviser's press wing In a powerful display of defiance, protesters left marks of their anger throughout Gono Bhaban's walls and rooms, drawing graffiti and writing statements like ""Khuni Hasina"" (killer Hasina). The chief adviser also said a replica of the ""Aynaghar"" (House of Mirrors) — where Hasina's notorious security agencies secretly detained hundreds of dissidents and opposition activists — should be built at the musuem at Gono Bhaban.          Photo: Chief adviser's press wing The Aynaghar should remind visitors of the tortures suffered by the prisoners, he said.      During the visit, Yunus was joined by advisers Adilur Rahman Khan, Nahid Islam, and Asif Mahmud. Yunus instructed the advisers to consult with museum experts and finalise the proposal for the museum by December.          Photo: Chief adviser's press wing Nahid Islam, a former student leader now serving as an adviser, said that the misdeeds of the Hasina regime, beginning from 2009, will be meticulously documented and preserved within the museum. He added that consultations with international experts are underway to learn from other countries' memorials dedicated to revolutions and uprisings. Mahfuj Alam, special assistant to the chief adviser, was also present during the visit.  চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Police last night arrested two Awami League leaders from a market area in Kurigram town in connection with a murder case. The arrestees are Kurigram district AL Joint General Secretary Fazle Noor Tanu, 60, and Ulipur upazila AL President Ahsan Habib Rana, 61. The arrests were made in a joint operation by Kurigram Sadar police and Detective Branch of police from an area adjacent to Zilla Parishad Market around 10:00pm, said Kurigram Sadar Police Station Officer-in-charge (OC) Nazmul Alam. Fazle Noor Tanu is a resident of Sabujpara under the ​​Kurigram municipality and an electronics businessman by profession. Ahsan Habib Rana is a resident of the same area and a retired principal of LK Amin Degree College in Ulipur upazila. On August 4, a student named Ashiqur Rahman was seriously injured after being struck on his head during a clash with AL leaders and activists and its affiliated organisations near the town's Shapla Chattar. He later died in a Dhaka hospital. A case was filed on October 10 with the Kurigram Sadar Police Station for the killing of Ashiqur Rahman during the anti-discrimination student movement. In the case, 104 people were named as accused while 500-600 unnamed individuals were accused as well. Fazle Noor Tanu and Ahsan Habib Rana were not named as accused in the case. OC Nazmul said that they found involvement of the two arrestees during the primary investigation of the murder case. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
world,"Iranian media on Monday said a civilian was killed during the Israeli strikes over the weekend which targeted military sites, although authorities had not previously reported civilian deaths. ""The martyr Allahverdi Rahimpour, a civilian who was killed near Tehran during the recent attack by the Zionist regime, has been buried,"" the local Fars news agency reported. Tasnim news agency also reported the death. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Chief Adviser Muhammad Yunus today called on Saudi Arabia to increase its investment in Bangladesh, highlighting the potential for deeper energy and economic ties between the two friendly nations. The call was made during a courtesy visit by Saudi Ambassador to Bangladesh Essa Youssef Essa Al Duhailan at the Chief Adviser's Office in Tejgaon, Dhaka. ""This is the time for Saudi Arabia to extend its best support to us,"" Yunus said, describing the relationship between the two countries as ""unique"" and distinct from others. The chief adviser encouraged the Saudi government to consider depositing funds in Bangladesh's central bank to bolster economic support and liquidity. He described this as ""a wonderful gesture"" that would aid the interim government's efforts. Additionally, Yunus advocated for concessional energy and petroleum supplies, expanded trade, and increased investment in training young Bangladeshis to enhance their skills before joining the Saudi workforce. Ambassador Al Duhailan praised the Bangladeshi diaspora's contributions to Saudi Arabia, noting that with additional skills, they could earn higher salaries and remit more funds to Bangladesh. Nearly three million Bangladeshis are currently employed in the kingdom, sending billions of dollars annually in remittances. The ambassador stressed Saudi Arabia's commitment to further investment in Bangladesh, particularly in the Matarbari Deep Sea Port and renewable energy projects by ACWA Power, with support from the Chief Adviser's office. During the meeting, Ambassador Al Duhailan presented letters from King Salman and Crown Prince Mohammed bin Salman congratulating Yunus on Saudi National Day. He reaffirmed Saudi Arabia's dedication to stability in Bangladesh, saying, ""Inshallah, we are ready to support the Bangladesh government."" The ambassador gifted the chief adviser a copy of the Holy Quran and a falcon replica, symbolising the Saudi national bird. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
business,"CARE Bangladesh today celebrated its 75 years of presence in Bangladesh in an event at the Radisson Blu Dhaka Water Garden hotel in Dhaka.  The daylong celebration started off with national anthem and national flag raising, followed by speeches from eminent guests and two panel discussions in the afternoon. Ram Das, Country Director of CARE Bangladesh welcomed everyone and spoke about the rich history, present status, and future plans of the organisation. Officially starting in 1949 in present Bangladesh, CARE has been working as a trusted partner of Bangladesh Government for the development of Bangladesh over decades and played a pivotal role in rebuilding the newborn Bangladesh in 1971. Guests and representatives from donor communities, development partners, stakeholders, and Bangladesh Government joined the event. The guests shared their experiences in the world of development and engaged in meaningful discussions that will inspire and guide development practitioners in building a better future.  Michelle Nunn, President and CEO, CARE, wished everyone in a video message and said, ""CARE's creativity and innovation have set the stage, set the standards and expectations for transformational work that has carried us forward and will continue to do so. Looking forward to continuing the big things ahead"".  Reed Aeschliman, Mission Director, USAID Bangladesh, said, ""USAID is proud to partner with you on this remarkable journey. As development practitioners, we have a unique opportunity to pave the way for future generations—a vision achievable only through sustained partnership.""  Md. Saidur Rahman, Director General, NGO Affairs Bureau, Chief Advisor's Office, Bangladesh Government said, ""Since the 70s, CARE's presence in our communities has been unmistakable, beginning with its landmark road construction initiatives. CARE's work and its iconic vehicle continue to symbolize its longstanding commitment to development in Bangladesh"". ""Beyond humanitarian aid, CARE has been leading in poverty reduction, women empowerment, climate adaptation, and support for marginalized populations. Congratulations on this big achievement!"", said Gwyn Lewis, United Nations Resident Coordinator, Bangladesh in her speech. ""CARE Bangladesh over the past 7 decades has played a vital role in delivering large-scale programs, which have transformed the lives and livelihoods of millions of people. CARE impacted 1 in every 5 people here in Bangladesh. It's an incredible record of achievement."", said Her Excellency Sarah Cooke, British High Commissioner to Bangladesh. Later in the afternoon, panelists discussed 'Climate Resilience' and 'Sustainable future for Women in the RMG sector' in two parallel sessions.  Ramesh Singh, Regional Director – Asia, CARE, opened the event with a speech where he said, ""Our ambition at CARE is to become a global network of poverty-fighting institutions, spreading our accomplishments from Bangladesh to the region and the world."". CARE Bangladesh is currently working in the areas of Health and Nutrition, Women and Youth Empowerment, Humanitarian and Climate Action, with an aim to work in Food and Agricultural Systems soon. As a part of 2030 country program strategy, with four impact areas of gender equal, locally led, market-based approaches, and resilience building in focus, CARE Bangladesh aims to ensure that 15 million people in Bangladesh, especially women and girls, are leading gender equal and resilient lives by 2030. Founded in 1945 with the creation of the CARE Package®, CARE is a leading humanitarian organization fighting global poverty. CARE has more than seven decades of experience delivering emergency aid during times of crisis. Our emergency responses focus on the needs of the most vulnerable populations, particularly girls and women. In FY23, CARE Bangladesh reached 5.3 million people through 48+ projects where 64% were female. CARE Bangladesh ranked as the 2nd highest contributor among all CARE countries in terms of reach. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
sports,"Quality players like Mohamed Salah are crucial in big games, Liverpool manager Arne Slot said after the Egypt international's late strike secured a 2-2 draw against Arsenal in the Premier League on Sunday. Salah, who said last month he was poised to leave Liverpool after this season, also scored in last weekend's 2-1 win over Chelsea, after netting the winning goal from the penalty spot at Wolverhampton Wanderers. ""I think that's one of the things that top players have, that they are always available and they show up in the big games,"" Slot told reporters. ""That's also what you need if you are a big club, like we are and like Arsenal is, then you need these quality players because if you don't have them, it's going to be quite difficult to get your results. Salah, who is tied with Robbie Fowler as Liverpool's eighth-highest goalscorer of all time with 163 strikes, has scored six goals in the league this season. Salah was on the scoresheet in five of Liverpool's seven league wins. ""It's something you need to have as a club, to have these players that can make the difference for you, and Mo was that today offensively,"" Slot added. Liverpool, who have 22 points from nine matches, are one point behind leaders Manchester City. Slot's team play Brighton & Hove Albion twice this week, away in the League Cup on Wednesday followed by a home league game on Saturday. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"Begum Rokeya University (BRU) authorities announced today a suspension of all political activities involving teachers, officials, and other employees on campus. The decision was declared by BRU Vice Chancellor Prof Shawkat Ali around 2:30pm following a Syndicate meeting. This decision comes following the imposition of a similar ban on student politics at BRU on August 12, to curb political activities at the university. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"A construction worker was killed and two others injured after a wall collapsed at the Paragon Group Feed Mills factory in Gazipur's Sadar upazila this noon. The deceased, identified as Salauddin Majhi, 56, from the Hotapara area of Gazipur, was working near the site when the incident occurred around 12:00pm, said Nahiduzzaman, sub-inspector at Joydebpur Police Station. Rajendrapur Fire Service Inspector Mohammad Rakibul Islam told The Daily Star that gas authorities had dug a pit beside the factory to lay a line for Titas gas. The factory wall, which stood next to the excavation site, collapsed and fell on the workers. Salauddin died on the spot, while two other workers suffered serious injuries and were taken to a nearby hospital. Police have recovered the body, the SI said. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
world,"Iranian foreign ministry spokesman Esmaeil Baghaei said on Monday that Tehran would ""respond firmly and effectively"" to Israeli strikes on military sites over the weekend. ""We are using all available means to respond firmly and effectively to the aggression of the Zionist regime,"" Baghaei told a regular news conference. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
bangladesh,"The 1923 Nobel laureate in literature, William Butler Yeats (1865-1939), is admired as arguably the greatest English-language poet of the 20th century. His country Ireland was the longest standing colony in Europe. It came under Anglo-Norman rule in 1169 and suffered colonial oppression for nearly 800 years. One of the major Irish uprisings against British colonialism happened in 1798. Commonly known as the Irish Rebellion of 1798, it was inspired by the American War of Independence (1775-83) and the French Revolution (1789-99). The British crushed the rebellion and instituted ""the most savage repression … to wipe out further resistance."" The next major Irish revolt to gain independence was the Easter Rising. It began on Easter Monday, on April 24, 1916, and is regarded as the ""harvest of seeds sown in 1798."" Yeats's poem ""Easter, 1916"" makes it easy to remember the date. Its four stanzas imply the fourth month (April), the first and third stanzas have 16 lines each and point to the year 1916, and the second and fourth stanzas each have 24 lines to indicate April 24. The British quelled the Easter Rising in six days and executed 15 of its top leaders through firing squads within weeks. The heavy-handed response sparked a huge outburst of anger among the Irish, many of whom—including Yeats—did not support the rebellion at the beginning. Although suppressed and ostensibly a failure, the anticolonial struggle continued and spread from Dublin to other parts of Ireland, culminating in the Irish War of Independence (1919-21). The Anglo-Irish Treaty was signed in December 1921 and the Irish Free State (Agreement) Act was passed in the British Parliament on March 31, 1922. Thus, 26 of Ireland's 32 counties achieved independence; the remaining six counties were and continue to be under British rule. They form what is now Northern Ireland, which is part of the UK, though not as a colony in the conventional sense of the term. Yeats was mainly an intellectual and literary prodigy who was opposed to armed insurrection and bloodshed. To him, anti-imperialism was an intellectual act and cultural rejuvenation free from violence. He shared a general distrust in Irish revolutionaries and discredited their rhetoric, as his poem ""September 1913"" illustrates his disenchantment with post-John O'Leary Irish nationalist leaders. Initially, Yeats considered the bloodshed and loss of lives during Easter Rising futile and wasteful. But the unwavering dedication of the rebels changed his mind and earned his sympathy. To elegise and eulogise them, he wrote ""Easter, 1916,"" a palinode where he retracts what he said earlier in ""September 1913."" In ""Easter, 1916,"" Yeats uses the oxymoronic refrain ""a terrible beauty is born"" to glorify the heroism of the Easter rebels. To describe their devotion and tenacious commitment to freedom, he says: Hearts with one purpose alone Through summer and winter seem Enchanted to a stone. … Too long a sacrifice Can make a stone of the heart.   I don't think the imagery of ""stone"" here signifies ""extreme idealism,"" ""the frozen heart"" or ""the rigidity and inflexibility"" of the nationalists. Rather, it stands for their single-minded purpose. We can draw some parallels between the Easter rebels and the intrepid protesters of the anti-discrimination student movement (or the July 1-36, 2024 uprising). Its young stalwarts stunned the whole world with their spectacular bravery on the streets of Bangladesh. They showed unprecedented solidarity among themselves by standing their ground in the face of shoot-at-sight orders. At Sheikh Hasina's behest, shootings and helicopter strikes were carried out against our valiant young people. But they didn't hedge or budge; they didn't desert the streets even when they saw their co-protesters being killed next to them. Hundreds of them were massacred and thousands wounded. Many of the survivors are left with life-changing disabilities. As long as Hasina was in power, some of the injured couldn't even go to hospitals for treatment as police were arresting the bullet-wounded demonstrators from healthcare facilities. What motivated our youth to defy death in order to free Bangladesh from the yoke of a brutal regime? To use Yeats's imagery, their hearts were tied to—or turned into—a ""stone,"" which represents their strong resolve to liberate their land from autocracy and oppressive practices. The urge for freedom fired them up, took them to the streets, and inspired them to stay put. Hasina stayed in power from early 2009 until her fall in early August 2024. The young protagonists of the anti-discrimination student movement came of age during her rule. Hers was the only political system that they experienced firsthand. It was riddled with farcical and non-participatory elections, ballot stuffing on the eve of polls, candidate and voter intimidation, lack of transparency in the vote count, massive corruption, wholesale plundering of banks, illegal syphoning of money out of the country, and extrajudicial killings, enforced disappearances and other gross human rights violations.         Read moreAre we trying to get ‘everything, everywhere, all at once’? What affected the students most directly was the culture of impunity at educational environments where Bangladesh Chhatra League, the student wing of Hasina's party, the Awami League, instituted a reign of terror. Our students couldn't tolerate the totalitarian regime any longer. In June 2024, they rallied around the anti-discrimination student movement to get a fair share in the job market. Soon, Hasina's arrogance galvanised them to free their country from her autocracy in July. Hasina didn't resign in July, so our youth extended its length beyond its 31st day. Hasina fell and fled on ""July 36"" (August 5) and the country was ""liberated."" Yeats embeds memories of the Easter Uprising and immortalises its heroes in ""Easter, 1916."" The courage and strength of mind of our youth are no less inspiring and remarkable than those of the Irish rebels. We will feel artistically bereft if we don't see our litterateurs produce pieces like ""Easter, 1916"" to commemorate the sacrifices of our young people, to take pride in their ""excess of love"" for Bangladesh, and to celebrate their bravery and patriotic duty to liberate it and its people from oppression. We must document their determined courage, steadfast resilience, and the spirit of selflessness and fearlessness. Because of some bad apples among them, we once dreaded our students. But they have now restored their dignity through their heroic fortitude and feats and through their readiness to die for a cause bigger than them. We will be thrilled to read poetry containing verses like: [Abu Sayed] and [Mugdho] And [Shahriar] and [Yasin] Now and in time to be, Wherever green is worn, Are changed, changed utterly: A terrible beauty is born.  Dr Md Mahmudul Hasan is professor at the Department of English Language and Literature in the International Islamic University Malaysia. He can be reached at [email protected].  Views expressed in this article are the author's own.  Follow The Daily Star Opinion on Facebook for the latest opinions, commentaries and analyses by experts and professionals. To contribute your article or letter to The Daily Star Opinion, see our guidelines for submission.     চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
tech-startup,"Runway, a US-based AI research company specialising in creative software, has launched Act-One, a tool for generating character animations based on simple video and voice inputs. According to Runway, Act-One is designed to streamline animation production, offering an alternative to the typically complex and resource-intensive pipelines used in facial animation. Traditional animation workflows for realistic facial expressions require motion capture equipment, multiple video references, and detailed face rigging—steps that can be costly and time-consuming. Act-One bypasses these requirements by allowing users to create animated characters directly from a video and voice recording, making it feasible to produce animations with a simple camera setup, says Runway in an official blog. The tool supports a range of character styles, from realistic portrayals to stylised designs. Act-One translates facial expressions and subtle movements—such as micro-expressions and eye-line adjustments—from actors onto different character designs, even if the character's proportions differ from the source footage. This capability enables new options in character design without the need for motion capture, as per the company. Act-One also facilitates multi-character scenes, allowing a single actor to perform multiple roles. Runway adds that this feature, paired with the tool's high-fidelity outputs, may be suited for creators producing dialogue-focused videos without extensive production resources. According to Runway, they have incorporated content moderation measures in Act-One, including safeguards to prevent the unauthorised generation of public figures and technical checks to verify users' rights to any custom voice created. Act-One became available on October 22, 2024, with a phased rollout expected to expand access in the coming weeks, as per Runway's official announcement. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
business,"Rupali Bank PLC reported a profit of Tk 6.13 crore for the July-September quarter of its current financial year.  The bank also made a profit of Tk  49.80 crore in the January to September period, posting a 16 percent increase year-on-year.  As a result, consolidated diluted earnings per share (EPS) rose to Tk 0.43 for the January-September period from a restated Tk 0.37 for the same period last year, according to its unaudited financial statements.    The EPS boost was driven by higher operating income, the bank said in a disclosure on the Dhaka Stock Exchange (DSE) website.  However, Rupali's net operating cash flow per share (NOCFPS) for January-September 2024 hit a concerning Tk 18.10 in the negative, which the bank attributed to a decrease in deposits and an increase in loans and advances. Shares of Rupali Bank were up 0.46 percent to Tk 21.8 at the DSE as of 1:26 pm today. Founded in 1972 through the merger of three commercial banks, Rupali Bank now operates through 586 branches across Bangladesh, serving as a prominent player in the nation's banking sector. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
world,"Greenhouse gas concentrations in the atmosphere reached new record highs in 2023, locking in future temperature increases for years to come, the United Nations warned Monday. Levels of the three main greenhouse gases -- the climate-warming carbon dioxide, methane and nitrous oxide -- all increased yet again last year, the UN's weather and climate agency said. The World Meteorological Organization said carbon dioxide was accumulating in the atmosphere faster than ever, up more than 10 percent in two decades. The WMO's annual Greenhouse Gas Bulletin comes ahead of the November 11-22 COP29 UN climate summit in Baku. ""Another year. Another record. This should set alarm bells ringing among decision-makers,"" WMO chief Celeste Saulo said in a statement. ""We are clearly off track to meet the Paris Agreement goal."" Under the 2015 Paris Agreement, countries agreed to cap global warming at ""well below"" two degrees Celsius above average levels measured between 1850 and 1900 -- and 1.5C if possible. As long as emissions continue, greenhouse gases will keep accumulating in the atmosphere, raising global temperatures, WMO said. Last year, global temperatures on land and sea were ""the highest in records dating as far back as 1850"", it said. Given how long CO2 lasts in the atmosphere, current temperature levels will continue for decades, even if emissions rapidly shrink to net zero. - 'Real impact' - In 2023, CO2 concentrations were at 420 parts per million (ppm), methane at 1,934 parts per billion, and nitrous oxide at 336 parts per billion. That marks hikes of 151 percent, 265 percent and 125 percent of the pre-industrial levels before 1750. ""These are more than just statistics. Every part per million and every fraction of a degree temperature increase has a real impact on our lives and our planet,"" said Saulo. CO2 accounts for about 64 percent of the warming effect on the climate. Its annual increase of 2.3 ppm marked the 12th consecutive year with an increase greater than two ppm -- a streak caused by ""historically large fossil fuel CO2 emissions in the 2010s and 2020s"", the report said. Last year's figure is 11.4 percent above the 337.1 ppm recorded in 2004. ""CO2 is accumulating in the atmosphere faster than at any time during human existence,"" the report said, adding that the current atmospheric CO2 level was 51 percent above that of the pre-industrial era. The last time the Earth experienced a comparable concentration of CO2 was three to five million years ago, when the temperature was 2-3C warmer and the sea level was 10-20 metres higher than now, it said. Just under half of CO2 emissions remain in the atmosphere, while the rest are absorbed by the ocean and land ecosystems. But now ""we face a potential vicious cycle"", WMO deputy chief Ko Barret warned. Climate change itself could soon ""cause ecosystems to become larger sources of greenhouse gases"", she said. ""Wildfires could release more carbon emissions into the atmosphere, whilst the warmer ocean might absorb less CO2. Consequently, more CO2 could stay in the atmosphere to accelerate global warming. ""These climate feedbacks are critical concerns to human society."" চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
business,"Exim Bank of Bangladesh PLC reported a staggering Tk 566 crore loss for the July-September quarter, as declining deposits and retained earnings plummeted its earnings. The bank's consolidated loss per share hit Tk 3.91, a sharp downturn from the Tk 0.37 earnings per share it posted in the same period last year, according to a disclosure on the Dhaka Stock Exchange website. This poor performance triggered a strong market reaction, with Exim Bank shares plunging 9.64 percent to Tk 7.5 as of 12:06 pm on the DSE floor.  The bank attributed the earnings drop to a spike in provisions for investments. Cash flow challenges compounded Exim Bank's difficulties, as its net operating cash flow per share (NOCFPS) for January- September 2024 registered a negative Tk 16.62.  The decline in NOCFPS was primarily due to increased investments in customers and a fall in deposits. Additionally, the bank's net asset value per share weakened, driven by reduced retained earnings compared to the prior period. Exim Bank was founded in 1999, and it transitioned to Shariah-based banking in 2004, positioning itself as a key player in corporate, cottage and micro industries, and agricultural finance. চলতি বছর এখন পর্যন্ত ডেঙ্গুতে মারা গেছেন ২৮০ জন। "
