topic,title,content
sports,Bagnaia holds off Martin to seal Japanese Grand Prix double,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Twice MotoGP champion Francesco Bagnaia won the Japanese Grand Prix in Motegi on Sunday to complete a weekend double and cut his gap to rival Jorge Martin at the top of the world championship down to 10 points.
The Ducati rider, who qualified in second after dominating practice and won Saturday's sprint, kept Martin at bay for 20 laps to clinch an eighth win of the season for the first time in his career.
Gresini Racing's Marc Marquez completed the podium after starting ninth on the grid.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,"Near misses for Fahad, Neer","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
International Masters Fahad Rahman and Monon Reza Neer missed out on opportunities to clinch Grandmaster norms in two different rating tournaments in Budapest, Hungary on Saturday.
Both chess players from Bangladesh finished top in their tournaments, earning 6.5 points each but falling short by 0.5 points of the required points to earn GM norms after drawing their respective boards in the ninth and final round matches.
Neer (2417 FIDE rating), who made a piece of history on the previous day by becoming the youngest Bangladeshi IM at 14 years of age, drew his last board against Hungarian FM Balazs Pasztor in the SixDays Budapest Two Years 2024 GM A tournament. He won the 10-player event with 6.5 points with four wins and five draws, but fell short of what would have been the first step towards becoming a Grandmaster.
Fahad, who has one GM norm to his name after having spurned a number of chances, wasted another opportunity on Saturday as he drew against Chinese FM Yining Chen in the SixDays Budapest Two Years 2024 GM C tournament.
The 21-year-old finished top of his event, earning 6.5 points with five draws and four wins.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Alcaraz breezes into third round of Shanghai Masters,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Four-time Grand Slam winner Carlos Alcaraz made short work of China's Shang Juncheng on Saturday, defeating him in straight sets to breeze through to the Shanghai Masters third round.
Alcaraz broke in the first game and looked comfortable throughout his 6-2, 6-2 victory.
Teenager Shang became only the second Chinese player to win an ATP Tour singles title at the Chengdu Open last month, but he was unable to make much headway against the world number two.
Despite their enthusiasm for Shang, the crowd couldn't resist Alcaraz's charm.
At the Spaniard's encouragement, they broke into loud cheers when he won a particularly exciting rally in which he hit a tricky backwards shot to keep the point alive.
""I've been playing really good tennis lately so I want to just keep going and keep feeling it, keep feeling this good,"" Alcaraz said after the match.
""I just had one practice then was straight into this match, so to be able to show this level in the first match, I'm just really proud,"" he added.
The Spaniard came into the tournament on a nine-match winning streak, having just won the China Open in Beijing, defeating top-ranked Italian Jannik Sinner in the final.
Sinner is also in action on Saturday, facing Japan's Taro Daniel.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Root breaks Cook's England Test run record,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Joe Root broke Alastair Cook's England Test record of 12,472 runs on the third day of the opening Test against Pakistan in Multan on Wednesday.
The 33-year-old became England's highest run scorer in Tests, and the fifth highest of all time, when he drove Pakistan seamer Aamer Jamal for a straight boundary to reach the 71 he needed to surpass Cook.
As Root achieved the feat he was applauded by a handful of England fans at Multan stadium as well as his team-mates in the dressing room.
It took Root 268 innings and 147 Tests to pass the record of his former captain Cook, who achieved his tally in 161 Tests in a glorious career that ended in 2018.
Root, who made his Test debut in 2012, went to the lunch interval 72 not out with his record standing at 12,474 runs and counting.
The all-time list is headed by India's Sachin Tendulkar with 15,921 from 200 matches.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,England cricketer dashes home from Pakistan tour for wedding,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
England fast bowler Olly Stone left Pakistan early on Wednesday, racing home from the Test series for his wedding at the weekend, management said.
The 31-year-old was not included in the side for the ongoing first Test in Multan and with his wedding due Saturday is doubtful for the second match in the same venue three days later.
Stone said last month the date was finalised long before he was recalled to the Test team against Sri Lanka in August.
""It's a bit manic, but a nice problem to have,"" Stone told BBC Sport of his 6,500-kilometre dash to the altar.
Stone took seven wickets in the two Tests he played against Sri Lanka, with England winning the three-match series 2-1.
""We booked the wedding on the basis of me only playing for Notts at the time,"" he said. ""In the past I've always looked at future series and not done stuff.""
""Then you get injured, or not selected, and you think you should have just done what you wanted to do.""
England's Joe Root said he rearranged his own wedding three times because of tours with England.
""I'm really excited for him,"" Root said. ""It's a special time in anyone's life.
""I'm sure he is all over the place with everything that's going on, but it'll be very special for him -- and his wife -- starting a different chapter in his life.""

দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Riyad calls time in T20Is as Tigers face India today,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Bangladesh will take on India in the second T20I in Delhi's Arun Jaitley Cricket Stadium today in a must-win match which is set to be the penultimate outing in the format for veteran Mahmudullah Riyad, who announced he will be retiring from the format at the end of the three-match series.
As the team is trying to build towards the 2026 ICC T20 World Cup, there were questions whether the 38-year-old Mahmudullah would fit into the equation. The speculations gained momentum before the first T20I, when skipper Najmul Hossain Shanto hinted that Mahmudullah would have a discussion about his future with the selectors after the series.
Mahmudullah put an end to all the rumours yesterday in the pre-match press conference, saying that his decision to retire from the format after the India series was 'predetermined'.
Thus Bangladesh's 'finisher' called time on his T20I career, announcing that the third T20I to be played in Hyderabad would be his last.
Asked to remember his high and low points in T20Is, the answer must have been pretty easy for Mahmudullah, as his role is such that it usually converges with Bangladesh's high and low points.
""The most frustrating moment was in Bangalore 2016 against India,"" Mahmudullah said referring to the T20 World Cup match against India where he and Mushfiqur Rahim failed to score two off three balls.
""And greatest moment was probably in Nidahas Trophy, the match that we won against Sri Lanka,"" he recalled the match where he hit an unbeaten 43 off 18 balls to seal a thrilling victory.
The end of Mahmudullah's 17-year journey in T20Is is in sight, but the Tigers' post-Mahmudullah era has not begun quite yet. The veteran batter will be there in the second T20I in Delhi in the same venue where he and Mushfiqur stayed till the end to ensure Bangladesh's maiden T20I victory – a seven-wicket win – over India back in 2019.
Bangladesh also hold fond memories of beating Sri Lanka here in the 2023 ODI World Cup, the last international fixture to be played at the venue.
Following a poor batting performance in the first T20I, which they lost by seven wickets, the Tigers' batting unit will have to find answers if Bangladesh are to make it three in three at the venue.
Batting lower down the order, Mahmudullah has been the difference maker in many of Bangladesh's memorable wins. With the Tigers trailing the series 1-0, another such heroic performance in the second T20I, which will begin at 7:30 PM Bangladesh time, might prove to be exactly what they need to keep the series alive.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,‘No regrets’ as last of big five bids adieu to T20Is,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Since the beginning of Bangladesh's three-match T20I series against hosts India, there have been speculations regarding Mahmudullah Riyad's retirement from the shortest format. Even Bangladesh Cricket Board (BCB) sources had revealed early on Tuesday that there was an announcement coming from Mahmudullah.
So, when the 38-year-old appeared for the pre-match press conference ahead of the Tigers' second T20I in Delhi yesterday, there was a certainty regarding the matter. But he still needed to clarify.
""Can you clear the air about the speculations going around regarding your T20I retirement?"" he was asked.
Mahmudullah, for the most part of his career, had to adjust and adapt to situations that were not favourable or ideal. He had to do the same thing yesterday as well. With a wry smile on his face, Mahmudullah had to wait to answer the query as the mic was not working.
When the mic situation was finally fixed after a few minutes, he finally declared: ""I'm retiring from the T20I cricket after the last game of this series.
""Actually, I was pretty decided before coming here [in India]. I talked with my family, captain, and coach. I also talked with the selector and the board president, mentioning that I'm retiring from this format. I think it's the right time to move on from this format and try to focus on the ODIs that's coming ahead.""
Mahmudullah's retirement would bring the curtain down on not only his 17 years of experience at the top level but also on the era of Bangladesh's 'big five' in T20Is.
Mashrafe Bin Mortaza retired in 2017 while Mushfiqur Rahim and Tamim Iqbal stepped away in 2022.
After Shakib Al Hasan announced his retirement plans in Kanpur during this series -- stating that he had already played his final T20I -- Mahmudullah was the last one remaining from the Tigers' 'big five' in the format.
Mahmudullah was asked whether senior stars could not plan retirement properly, especially since T20 World Cups could serve as a better platform for such announcements from senior stars.
""I don't think that way. It depends on the individual. If I think I will retire from Bangladesh, probably it will be too late. Probably it won't be a good idea. I think this is the right time to take the decision and I think I took the right decision,"" he said.
Asked whether it was a disappointment for the 'big five' of Bangladesh cricket to end without a major trophy, Mahmudullah admitted that it was disappointing but mentioned that this is not how he would gauge achievements on the field.
""Yes, it is a bit sad but I won't accept that we don't have any achievement. If winning trophies is the benchmark, then a lot of legendary cricketers may not be called legends. So that's my thought.""
Mahmudullah also reflected on the challenges he had to face while playing the role of a finisher -- a task that was made even harder in a team with consistent top-order failures.
""If I think about the finisher role, batting at number six or seven is probably the hardest job in T20I cricket as there remains a chance of failing in three of the five innings that you get to bat.
""Maybe you will help the team win in one innings while in another, you may do averagely. You have to be backed by the team and the team management no matter what the outside noise and no matter what the media says. More importantly, the team need to assure you,"" Mahmudullah said, hinting that perhaps he has not always received that support.
Just like his role as a finisher, there were hit and miss moments throughout his career -- like the time he helped Bangladesh win the game against Sri Lanka in the Nidahas Trophy in 2018 with an outrageous six, or, the time he disappointed with a questionable safe approach in the Super Eight game against Afghanistan in the T20 World Cup this year.
However, for Mahmudullah, there remain ""no regrets"".
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Australia crush New Zealand in Women's T20 World Cup,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Australia continued their march towards a seventh Women's T20 World Cup title with a crushing 60-run win over New Zealand in their Group A match in Sharjah on Tuesday.
After posting a tournament high 148-8 in their 20 overs with Beth Mooney top-scoring with 40, Australia stifled the New Zealand batters who folded for just 88 in 19.2 overs.
Quick bowler Megan Schutt was the pick of the Australian bowlers, her return of 3-3 in 3.2 overs netting her the Player of the Match award.
""We could have been smarter with the bat at the end, but we came out really well with the ball and I'm really happy with that,"" said Australia skipper Alyssa Healy.
""Megan Schutt has been wonderful but I thought the whole attack tonight was unbelievable.""
Holders Australia, who have won six of the eight previous tournaments, top Group A while New Zealand slip to third, behind Pakistan but still above India on net run rate.
After winning the toss and choosing to bat first, Healy gave her side the perfect start, smearing four fours in a rapid 20-ball 26 before skying a slower ball from Rosemary Mair into the covers.
Ellyse Perry was dropped on four at long-on by Maddy Green and went on to add 45 with Mooney who finally fell to Amelia Kerr for 40, with Green this time clinging on at mid-off.
As Australia wobbled in the middle order, Amelia Kerr used her googly to bowl Perry (30) and Grace Harris (0) with successive balls.
Kerr then made a good catch to pick up Phoebe Litchfield (18) for the second time in the deep.
Australia lost a flurry of wickets but still posted a daunting target for the White Ferns.
The Kiwis, who beat India in their opening match, started slowly and once Kerr was dismissed for 29, the innings fell apart as nine wickets fell for 29 runs.
Schutt took her tally to six wickets in the tournament while Annabel Sutherland also chipped in with 3-21.
""We needed to have a good start and we let the run rate creep up too much,"" said Kiwi captain Sophie Devine. ""We've still got two games to go.""
Australia play Pakistan in Dubai on Sunday while New Zealand face Sri Lanka in Sharjah on Saturday.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Mahmudullah’s T20I career in numbers so far,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Mahmudullah Riyad became the last of the 'big five' of Bangladesh -- also including Shakib Al Hasan, Mushfiqur Rahim, Tamim Iqbal, and Mashrafe Bin Mortaza -- to announce his retirement from T20Is on Tuesday.
The 38-year-old said that the third and final T20I in the Tigers' ongoing India series would be his last in the format. As he bids adieu to the shortest format, here we look at some of the interesting facts about the cricketer:
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,England 96-1 after Salman's century lifts Pakistan to 556,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
England finished the second day of the first Test in Multan on a solid 96-1 on Tuesday in reply to Pakistan's mammoth 556 that was boosted by a fiery century from Agha Salman.
The tourists lost stand-in skipper Ollie Pope for a second-ball duck before Zak Crawley and Joe Root steadied the innings with 64 and 32 respectively at stumps.
It was another tough day for bowlers as an unbeaten 104 from Salman and 82 by Saud Shakeel swelled Pakistan's total, which was set up by Shan Masood's 151 and Abdullah Shafique's 102 on Monday.
Pope, standing in for injured skipper Ben Stokes, was smartly caught by a leaping Aamer Jamal who plucked an uppish pull shot off pacer Naseem Shah with one hand at mid-wicket.
He had been drafted in to open the batting after Ben Duckett injured his left thumb taking a catch at the end of the Pakistan innings.
England need another 261 to avoid a follow-on -- a task eminently achievable on a pitch offering no help to bowlers.
Salman built on the good work of Shakeel and Naseem in the afternoon, reaching his third century with a single off spinner Jack Leach soon after the tea interval.
Salman, who also completed 1,000 Test runs during this knock when he reached 71, added a rapid 85 for the ninth wicket with Shaheen Shah Afridi, who scored 26.
In all, Salman cracked 10 boundaries and three sixes in his 119-ball knock -- surviving a catch by Chris Woakes when the third umpire declared the fielder's foot went beyond the rope.
""It's always satisfying to hit a century and contribute to the team's total,"" said Salman, who hoped the pitch would take spin in the next three days.
""I think cracks will open on this pitch and that will help spinners, I see this as a result-oriented pitch as both the teams will go for a result.""
Salman added an invaluable 57 runs for the seventh wicket with Shakeel, who was caught smartly by Root at slip off Bashir for 82. Shakeel hit eight fours.
Leach was the most successful England bowler with 3-160, while Gus Atkinson finished with 2-99. Woakes, Shoaib Bashir and Root took one wicket apiece.
Pace bowler Brydon Carse took 2-74 on debut after trapping Jamal for seven. His first Test wicket was Naseem, caught at leg slip by Harry Brook before lunch for 33.
Carse said England's bowlers were made to toil on an unresponsive pitch.
""The last two days were immensely tough conditions for everyone out there,"" he said. ""To be able to pick up a couple of wickets today is rewarding.""
""It's been a tough graft but credit to the players for keep coming back.""
The remaining Tests are in Multan (October 15-19) and Rawalpindi (October 24-28).
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Start of football season deferred to late November,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The start of the 2024-25 football season has been deferred to late November owing to the unprepared grounds for the Bangladesh Premier League.
The decision was taken at an emergency meeting of Professional League Management Committee [PLMC] on Tuesday.
""The proposed venues of the upcoming season have not been prepared yet, which is why we have deferred the season which was supposed to start on October 11. The season will start in the latter part of November following requests from clubs as well as considering the overall situation,"" PLMC chairman and BFF vice-president Imrun Hasan in a video message following the virtual meeting.
The deferral means the season, which will comprise of Challenge Cup, Federation Cup and Bangladesh Premier League, will start after the much-hyped BFF elections on October 26.
The upcoming season was supposed to get underway with the one-off Challenge Cup match between league champions Bashundhara Kings and runners-up Mohammedan, while the Federation Cup and Bangladesh Premier League were supposed to get underway on October 15 and October 18 respectively.
The clubs had previously demanded at least eight weeks for the pre-season preparation but the PLMC had decided to start the season on October 11, deferring the first scheduled date of season's start by a week.
""We are hoping to make all venues playable in this timeframe to start the season in late November,"" Hasan added.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,I have no regrets: Mahmudullah,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Bangladesh batter Mahmudullah Riyad said on Tuesday that he had no regrets looking back on his career after the 38-year-old announced he willretirefrom T20Is after the completion of the ongoing three-match T20I series against India.
""No, never. I have never ever regretted at any stage or point of my life playing for Bangladesh,"" Mahmudullah told reporters in the pre-match press conference ahead of the second T20I in Delhi tomorrow.
""I've always said to myself and my team as well, I always want to be a team man no matter who the oppositions are. I tried to do it for the team. But I never regretted it. Never.""
""I have no regrets, not a single bit. I think playing for Bangladesh for so many years, quite a good thing personally. As much as I've played T20Is, I probably made my debut in 2007, it's been 17 years. I don't know how good I could do for the team, but I tried my level best. I tried to serve the team.""
There had been speculations about the 38-year-old's future in the T20I side which is aiming to find their feet for the 2026 T20 World Cup. It only intensified after skipper Najmul Hossain Shanto promised ""a new approach"" and hinted that the veteran may discuss his future with the selectors ahead of the first match.
Mahmudullah, who made his T20I debut in 2007, has played 139 matches for Bangladesh, the most for the country, amassing 2395 runs – the second-highest after Shakib Al Hasan's 2551 - at an average of 23.48 and a strike rate of 117.74.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
sports,Iniesta leaves indelible legacy after retirement,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Former Barcelona midfielder Andres Iniesta, who won two European Championships and the 2010 World Cup with an all-conquering Spain team, announced his retirement from football on Tuesday at the age of 40.
""Being on the pitch is over,"" a visibly emotional Iniesta told reporters at a news conference in Barcelona while reflecting on a professional career that began with the Catalan giants in 2002.
""I can't stay away from football, it's my life and will continue to be my life. Now I need to continue educating myself, I'm in the process of doing my coaching diploma and that's the next step.""
""I will try to come back and do a great job. However it won't be running after the ball, but from another place,"" he added.
Iniesta came up through Barcelona's famed La Masia academy and made his first-team debut aged just 18, becoming a mainstay in the midfield before his departure 16 years later after 674 appearances.
He won nine La Liga titles and the Champions League four times with Barcelona, also lifting six Copas del Rey in a haul of 32 trophies during his time at Camp Nou.
Iniesta formed a devastating midfield with Xavi Hernandez and Sergio Busquets, becoming the standard-bearers of the ""tiki-taka"" style of football that catapulted both club and country to new heights.
He played alongside the likes of Lionel Messi, Neymar, Samuel Eto'o and Luis Suarez for Barcelona, who captured the treble in 2009 under Pep Guardiola and again six years later with Luis Enrique in charge.
Messi paid tribute to Iniesta on social media and called him ""one of the most magical team-mates"", while Spain coach Luis de la Fuente said he had given ""society an example of what a professional athlete is"".
His greatest moment came in the 2010 World Cup final in Johannesburg when he scored the winning goal for Spain against the Netherlands in extra time.
He won 131 caps for Spain before calling time on his international career after the 2018 World Cup.
After leaving Barcelona in 2018, Iniesta spent five years with Japanese club Vissel Kobe before playing one final season with Emirates of the UAE.
""I'd like to return to Barca at some point. Not just to say it, but because those who had so much influence, in one way or another, have to be there,"" said Iniesta.
""When I can do what I did as a player in another role at the club... I'd be delighted.""
Barcelona praised the retiring Iniesta in a post on the club's X account.
""Iniesta, your football will live on forever.""
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Democratic transition prerequisite for inclusive economy,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
A democratic transition has emerged as a prerequisite for an inclusive and sustainable economy, said a noted economist today.
Debapriya Bhattacharya, convener of the Citizen's Platform for SDGs, Bangladesh, made the comments while making a presentation at a book launching event at the Krishibid Institution Bangladesh in the capital.
The economist said a lack of overall democratic accountability and good governance led to the failure of public institutions and protecting the rights of disadvantaged groups and citizens.
This stemmed from a lack of resources in prioritised sectors and areas, poor implementation of policies and projects, and inconsistency between policy formulation and development planning, he said.
CPD Chairman Prof Rehman Sobhan, former Executive Director of Ain o Salish Kendra and former caretaker government Sultana Kamal, Bangla Academy President Selina Hossain, Theatre Activist Mamunur Rashid and CPD Distinguished Fellow Mustafizur Rahman, also spoke.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"US to slap Cambodia with visa restrictions, aid cuts","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The US said it is taking steps to impose visa restrictions on individuals and aid cuts in response to Cambodia's national election, which Prime Minister Hun Sen's ruling party won in a landslide after his most credible rivals were disqualified.
The United States said the party's stifling of the opposition meant the vote could not be considered free or fair.
Autocratic leader Hun Sen's Cambodian People's Party won 120 of 125 available seats in Sunday's elections, according to preliminary results.
Ahead of Sunday's election, the unofficial successor to the CNRP, known as the Candlelight Party, was barred on a technicality from running in the election by the National Election Committee.
The US, the European Union and other Western countries refused to send observers to the election, saying it lacked the conditions to be considered free and fair. Russia and China were among those that did send observers.
Late Sunday, the US State Department said it had ""taken steps"" to impose visa restrictions ""on individuals who undermined democracy and implemented a pause of foreign assistance programs"" after determining the elections were ""neither free nor fair.""
""Cambodian authorities engaged in a pattern of threats and harassment against the political opposition, media, and civil society that undermined the spirit of the country's constitution and Cambodia's international obligations,"" State Department spokesman Matthew Miller said.
""These actions denied the Cambodian people a voice and a choice in determining the future of their country.""
Michael Greenwald, spokesman for the US Embassy in Phnom Penh, yesterday said the visa restrictions would be placed on people involved in ""threatening and harassing the political opposition, media and civil society"" but he would not specify who or how many individuals that would entail.
Similarly, he would not elaborate on the scope of the pause of foreign assistance programs, saying only that it involved ""several"" new activities, and noting that the US had contributed some $3 billion dollars to programs over the last 30 years.
The State Department urged the CPP to use its new term to restore ""genuine multi-party democracy.""
Regional advocacy group Asean Parliamentarians for Human Rights called on all democracies to denounce the elections.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,AL rescheduled JL rally for conflict: Fakhrul,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP's secretary general Mirza Fakhrul Islam Alamgir today said the ruling Awami League is trying to create a confrontational situation by rescheduling their rally on the same day as BNP's ""mega rally"".
He also warned that the government will have to take responsibility if any violence occurs at BNP's grand rally on July 27.
The comment comes as tensions are building ahead of the rival rallies – one by BNP and one by Jubo League -- on July 27.
""The Jubo League had a program scheduled for 24th July. After we announced our program, they rescheduled it to 27th July. It is clear that they did it to create a conflict,"" Mirza Fakhrul Islam Alamgir told the reporters after a joint meeting at the party office in Nayapaltan.
""If any kind of violent incident happens, the government will have to take responsibility,"" he warned.
Claiming that special persons of the government are speaking provocatively, Mirza Fakhrul told reporters that, ""You must have noticed that for the last few days, the government's ministers have been giving threats.""
""It [threats] cannot be accepted. All the movements we have done so far, every movement has been peaceful,"" he added.
Mirza Fakhrul said that an application has been submitted to the Dhaka Metropolitan Police seeking permission for the venue of the grand rally.
'I hope they will provide a final decision regarding our rally location today,' he said.
Before Mirza Fakhrul Islam Alamgir's speech, senior joint secretary general Ruhul Kabir Rizvi delivered the opening speech.
Joint Secretary General Syed Moazzem Hossain Alal, Dhaka North BNP Convener Amanullah Aman, Dhaka South BNP Convener Abdus Salam, and other senior leaders were present at the meeting.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
